number,value,datetime_start,datetime_complete,duration,params_batch,params_dp,params_lr,params_ls,params_out_c_mult,params_out_ch,params_wd,state
24,0.4136172522124727,2026-08-12 06:34:40.444769,2026-08-12 06:35:31.816407,0 days 00:00:51.371638,256,0.16749604206393504,0.0003826517163701099,0.1502960625790526,2,32,0.0006892743699820152,COMPLETE
25,0.4240223727081751,2026-08-12 06:35:31.870008,2026-08-12 06:36:59.967405,0 days 00:01:28.097397,64,0.1577807846331552,0.0005605368662220438,0.08024785159643093,3,32,0.0013719676081360155,COMPLETE
26,0.4200010541971998,2026-08-12 06:37:00.041146,2026-08-12 06:38:28.237270,0 days 00:01:28.196124,64,0.15067424073420718,0.0006034326288777778,0.07893125228927715,3,32,0.0014203105372316489,COMPLETE
27,0.4205361478877541,2026-08-12 06:38:28.286889,2026-08-12 06:39:52.166666,0 days 00:01:23.879777,64,0.1254725753991741,0.0005597778441599174,0.08582002711844466,3,32,0.0014342240570634677,COMPLETE
28,,2026-08-12 06:39:52.228876,2026-08-12 06:40:50.400581,0 days 00:00:58.171705,64,0.10377003775524085,0.0005562277760614609,0.16728431886423908,3,32,0.0014467241685139427,FAIL
29,0.4180424665665011,2026-08-12 06:41:03.909535,2026-08-12 06:41:57.244134,0 days 00:00:53.334599,64,0.10851821245780863,0.0005614156770767676,0.17022171435388017,3,32,0.0013275881153731338,COMPLETE
30,0.4202561881059552,2026-08-12 06:41:57.302403,2026-08-12 06:43:17.513629,0 days 00:01:20.211226,64,0.11171318166843372,0.0002876054881853435,0.10062033841723642,3,32,0.0013988129578144954,COMPLETE
31,,2026-08-12 06:43:17.563444,2026-08-12 06:44:03.142593,0 days 00:00:45.579149,64,0.029612486658482193,0.00041803671725862055,0.21856620519104913,3,64,0.00025087208759094634,FAIL
32,0.419916438659228,2026-08-12 06:44:10.415178,2026-08-12 06:44:51.484913,0 days 00:00:41.069735,64,0.010548370506725052,0.00044440542033723327,0.21155281818156785,3,64,0.00025214577163707374,COMPLETE
33,0.4168103588032618,2026-08-12 06:44:51.537812,2026-08-12 06:45:27.407130,0 days 00:00:35.869318,64,0.20381783527130357,0.0006432270755530715,0.04682642459621682,3,32,0.0015111770850295752,COMPLETE
34,0.4134375457497228,2026-08-12 06:45:27.457598,2026-08-12 06:45:53.388577,0 days 00:00:25.930979,128,0.11576507591045021,0.0003987782535573555,0.1462326385503001,3,128,0.00012851364836628085,COMPLETE
35,0.40376266996969307,2026-08-12 06:45:53.452079,2026-08-12 06:46:13.112819,0 days 00:00:19.660740,256,0.0632255984960976,0.00030517699075169487,0.24792557480394836,3,32,0.0007768981160176176,COMPLETE
36,0.4167548764040497,2026-08-12 06:46:13.169363,2026-08-12 06:46:26.647381,0 days 00:00:13.478018,512,0.18279680831501588,0.0002377448165700415,0.17433847777820424,3,32,0.0018310945741902619,COMPLETE
37,0.4102288639208183,2026-08-12 06:46:26.699440,2026-08-12 06:47:17.050133,0 days 00:00:50.350693,64,0.13609660646887767,0.0005128890429794561,0.0955567189490262,3,32,0.0005906231140072164,COMPLETE
38,0.4049078861540123,2026-08-12 06:47:17.114718,2026-08-12 06:47:59.369712,0 days 00:00:42.254994,64,0.040952461958266156,0.00013503532686701158,0.11127174776437407,3,32,0.001144672350752465,COMPLETE
